,transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type
19366,14330797500,270246,2011-07-26,10,5,4,1316,552.72,5816.72,e-Shop
19383,70923707096,272143,2011-07-26,1,4,1,565,59.325,624.325,e-Shop
19421,34640671033,271717,2011-07-24,10,3,2,629,132.09,1390.09,e-Shop
19427,92120097915,269851,2011-07-24,9,3,4,603,253.26,2665.26,TeleShop
19435,27168992105,270914,2011-07-23,10,6,3,466,146.79,1544.79,e-Shop
19484,87085107991,269524,2011-07-21,4,3,4,464,194.88,2050.88,MBR
19486,73053878726,269703,2011-07-21,7,5,4,1293,543.06,5715.06,MBR
19496,8746932604,274863,2011-07-20,11,6,2,703,147.63,1553.63,Flagship store
19518,78247648137,269440,2011-07-19,11,6,3,1006,316.89,3334.89,TeleShop
19521,95636816466,273205,2011-07-19,7,5,4,1126,472.92,4976.92,Flagship store
19524,94361605619,269471,2011-07-19,10,6,1,1046,109.83,1155.83,MBR
19525,92931842862,270852,2011-07-19,4,1,5,1110,582.75,6132.75,MBR
19536,57097087448,268645,2011-07-18,4,2,4,1085,455.7,4795.7,e-Shop
19542,62918735034,274315,2011-07-18,3,2,4,320,134.4,1414.4,e-Shop
19553,31138895597,271629,2011-07-17,1,4,4,198,83.16,875.16,TeleShop
19559,24465770712,269541,2011-07-17,6,5,2,744,156.24,1644.24,e-Shop
19584,268218855,272634,2011-07-16,4,4,5,1129,592.725,6237.725,TeleShop
19598,89252562361,273891,2011-07-16,4,3,3,1266,398.79,4196.79,Flagship store
19600,53723713266,272740,2011-07-15,1,1,1,1245,130.725,1375.725,MBR
19603,34817961339,271936,2011-07-15,4,1,4,818,343.56,3615.56,e-Shop
19604,41082377886,274559,2011-07-15,3,2,4,104,43.68,459.68,Flagship store
19606,42748068902,271749,2011-07-15,3,5,1,543,57.015,600.015,e-Shop
19607,16803239459,270168,2011-07-15,3,2,1,1088,114.24,1202.24,e-Shop
19610,7345732336,268829,2011-07-15,5,3,2,1130,237.3,2497.3,MBR
19648,31457902938,267467,2011-07-13,4,4,2,601,126.21,1328.21,e-Shop
19668,93997188989,271689,2011-07-13,1,4,1,250,26.25,276.25,Flagship store
19677,18504330709,272495,2011-12-07,2,6,3,1197,377.055,3968.055,e-Shop
19688,22538177913,266911,2011-12-07,11,6,2,1236,259.56,2731.56,e-Shop
19693,95072896426,271092,2011-12-07,12,6,3,1481,466.515,4909.515,e-Shop
19727,3007687199,271116,2011-10-07,11,5,4,552,231.84,2439.84,MBR
19750,43869858116,273498,2011-09-07,3,2,5,1262,662.55,6972.55,e-Shop
19766,92394870373,270072,2011-08-07,1,1,4,91,38.22,402.22,e-Shop
19770,94369150270,272129,2011-08-07,1,1,5,1109,582.225,6127.225,Flagship store
19780,47992541849,269697,2011-07-07,12,5,1,886,93.03,979.03,e-Shop
19785,4298120400,268486,2011-07-07,5,3,5,526,276.15,2906.15,MBR
19800,52722224878,269758,2011-06-07,10,5,2,882,185.22,1949.22,MBR
19803,1498724945,267538,2011-06-07,1,2,1,1210,127.05,1337.05,TeleShop
19820,51208668945,271172,2011-05-07,4,2,3,104,32.76,344.76,TeleShop
19824,6571230482,270020,2011-05-07,9,3,1,1315,138.075,1453.075,TeleShop
19828,29431702648,273600,2011-05-07,8,3,2,661,138.81,1460.81,TeleShop
19832,64445928757,274913,2011-05-07,12,6,2,1014,212.94,2240.94,e-Shop
19836,73321300480,273562,2011-05-07,7,5,2,136,28.56,300.56,TeleShop
19851,43962341567,269181,2011-04-07,4,4,3,987,310.905,3271.905,MBR
19854,17146465225,269595,2011-04-07,4,1,4,945,396.9,4176.9,Flagship store
19857,11063002382,268780,2011-04-07,3,2,2,1227,257.67,2711.67,e-Shop
19895,13179967104,274861,2011-02-07,10,6,3,633,199.395,2098.395,e-Shop
19904,92204084589,269307,2011-02-07,5,3,2,814,170.94,1798.94,MBR
19906,94344680993,270096,2011-02-07,5,3,4,1422,597.24,6285.24,e-Shop
19910,5419035611,267269,2011-01-07,3,2,2,647,135.87,1429.87,e-Shop
19921,80796835946,269441,2011-01-07,1,1,2,414,86.94,914.94,MBR
19925,96657012557,272380,2011-01-07,12,6,3,432,136.08,1432.08,e-Shop
19942,43292728137,267939,2011-06-30,4,4,2,739,155.19,1633.19,e-Shop
19951,54481130119,272403,2011-06-29,7,5,2,584,122.64,1290.64,TeleShop
19953,43795510854,267940,2011-06-29,1,2,1,861,90.405,951.405,MBR
19959,70906930707,267693,2011-06-29,7,5,3,1096,345.24,3633.24,e-Shop
19966,85874725750,275111,2011-06-29,11,5,3,727,229.005,2410.005,e-Shop
19974,62239147922,272627,2011-06-28,3,1,4,613,257.46,2709.46,TeleShop
19994,38239839808,272172,2011-06-27,11,6,3,868,273.42,2877.42,Flagship store
20003,50684145478,274377,2011-06-27,5,3,1,1490,156.45,1646.45,e-Shop
20020,99752266385,273798,2011-06-26,5,3,5,1214,637.35,6707.35,Flagship store
20023,67696354067,272475,2011-06-26,1,2,2,931,195.51,2057.51,MBR
20028,72697735071,267943,2011-06-26,8,3,5,1454,763.35,8033.35,TeleShop
20038,28176791748,273053,2011-06-25,1,1,4,1305,548.1,5768.1,e-Shop
20046,90826121055,275131,2011-06-25,3,5,1,522,54.81,576.81,MBR
20053,58438011832,273769,2011-06-24,1,1,2,961,201.81,2123.81,TeleShop
20063,10720099148,268144,2011-06-24,10,3,2,115,24.15,254.15,e-Shop
20090,74269001881,268663,2011-06-23,8,3,2,1492,313.32,3297.32,e-Shop
20096,22237771977,270074,2011-06-22,11,5,4,1112,467.04,4915.04,MBR
20108,93625023531,267489,2011-06-22,1,4,5,966,507.15,5337.15,MBR
20124,98271941861,267939,2011-06-21,10,5,4,1238,519.96,5471.96,Flagship store
20128,23266156338,273052,2011-06-20,11,6,2,636,133.56,1405.56,e-Shop
20129,37361819640,268710,2011-06-20,1,2,2,780,163.8,1723.8,MBR
20136,9914653639,270023,2011-06-20,10,3,2,488,102.48,1078.48,Flagship store
20139,87285930124,274267,2011-06-20,8,3,4,1095,459.9,4839.9,TeleShop
20145,60180674317,268767,2011-06-19,3,1,5,1458,765.45,8055.45,Flagship store
20148,41450086531,275034,2011-06-19,3,5,4,1399,587.58,6183.58,e-Shop
20169,3041357146,271633,2011-06-18,12,5,3,1224,385.56,4057.56,e-Shop
20194,30010342954,268735,2011-06-17,7,5,4,1256,527.52,5551.52,Flagship store
20196,49474954521,267856,2011-06-17,3,1,2,1460,306.6,3226.6,MBR
20223,64878808000,271887,2011-06-16,12,6,2,1064,223.44,2351.44,e-Shop
20236,70839610577,268346,2011-06-15,3,1,3,809,254.835,2681.835,e-Shop
20257,87863882825,269266,2011-06-14,4,1,1,265,27.825,292.825,MBR
20258,66738686249,272195,2011-06-14,4,4,5,767,402.675,4237.675,Flagship store
20276,60222247799,268481,2011-06-13,6,5,2,1446,303.66,3195.66,TeleShop
20291,20350371496,268207,2011-12-06,10,3,2,1100,231.0,2431.0,e-Shop
20299,62311976794,266857,2011-12-06,4,4,2,1433,300.93,3166.93,Flagship store
20320,15833242994,273498,2011-11-06,11,6,1,797,83.685,880.685,e-Shop
20336,14838900550,273515,2011-10-06,3,2,2,151,31.71,333.71,Flagship store
20367,25355649529,270888,2011-08-06,3,5,1,1120,117.6,1237.6,e-Shop
20370,17562417547,267042,2011-08-06,1,4,4,200,84.0,884.0,e-Shop
20372,31211276739,270310,2011-08-06,12,6,2,244,51.24,539.24,MBR
20379,93239243410,270443,2011-08-06,4,4,4,756,317.52,3341.52,TeleShop
20418,67931461556,272857,2011-06-06,4,2,1,596,62.58,658.58,e-Shop
20419,72518766082,267915,2011-06-06,5,3,1,234,24.57,258.57,TeleShop
20428,28243146808,272060,2011-05-06,10,5,1,922,96.81,1018.81,e-Shop
20437,51346629819,270895,2011-04-06,12,5,2,74,15.54,163.54,TeleShop
20487,77130817150,271285,2011-02-06,3,5,4,984,413.28,4349.28,e-Shop
20500,68771978510,270602,2011-01-06,8,3,3,957,301.455,3172.455,MBR
20510,42834316986,271297,2011-05-31,10,3,5,721,378.525,3983.525,e-Shop
20513,17941702454,267707,2011-05-31,6,5,3,188,59.22,623.22,e-Shop
20514,32652438349,268277,2011-05-31,3,5,5,1222,641.55,6751.55,TeleShop
20524,31203795515,274093,2011-05-30,3,1,1,641,67.305,708.305,e-Shop
20530,40456614388,273166,2011-05-30,7,5,5,248,130.2,1370.2,e-Shop
20541,76028895212,272680,2011-05-30,4,1,4,397,166.74,1754.74,Flagship store
20571,34224495171,272317,2011-05-28,1,4,3,1248,393.12,4137.12,e-Shop
20591,89622521036,268147,2011-05-27,3,2,3,465,146.475,1541.475,TeleShop
20593,13142289102,271822,2011-05-26,10,3,5,825,433.125,4558.125,TeleShop
20603,56295737252,274489,2011-05-26,9,3,4,758,318.36,3350.36,e-Shop
20610,78504919301,271154,2011-05-26,10,6,4,746,313.32,3297.32,TeleShop
20613,96280774702,269233,2011-05-26,3,2,4,1459,612.78,6448.78,Flagship store
20623,25866100166,270252,2011-05-25,10,6,5,273,143.325,1508.325,MBR
20661,40355913765,273124,2011-05-23,2,6,1,921,96.705,1017.705,e-Shop
20668,70690377494,273734,2011-05-23,3,2,2,388,81.48,857.48,TeleShop
20673,7166520492,275081,2011-05-22,3,2,4,1240,520.8,5480.8,TeleShop
20688,46015919653,267920,2011-05-22,1,1,2,1470,308.7,3248.7,e-Shop
20691,92685279607,268710,2011-05-22,11,6,1,765,80.325,845.325,Flagship store
20696,47540823261,271103,2011-05-21,10,6,5,1199,629.475,6624.475,MBR
20700,46486089880,274087,2011-05-21,7,5,2,224,47.04,495.04,MBR
20705,83876780887,270678,2011-05-21,10,6,2,912,191.52,2015.52,Flagship store
20710,5720247088,273033,2011-05-20,5,3,3,943,297.045,3126.045,MBR
20719,9357502772,272849,2011-05-20,1,1,5,298,156.45,1646.45,e-Shop
20724,92356842351,267653,2011-05-20,10,5,2,1428,299.88,3155.88,MBR
20727,78048366503,271066,2011-05-20,4,3,1,208,21.84,229.84,e-Shop
20732,61167623314,274035,2011-05-19,4,4,5,1401,735.525,7740.525,MBR
20738,53196241749,269291,2011-05-19,10,5,4,1446,607.32,6391.32,e-Shop
20742,97403084617,269635,2011-05-19,8,3,5,977,512.925,5397.925,Flagship store
20743,90022277289,275245,2011-05-19,7,5,4,223,93.66,985.66,Flagship store
20753,48180398208,267231,2011-05-18,12,6,2,187,39.27,413.27,e-Shop
20789,22688204318,273250,2011-05-16,11,6,4,1436,603.12,6347.12,MBR
20797,60624340030,270164,2011-05-15,10,5,3,1325,417.375,4392.375,TeleShop
20807,9289377057,271744,2011-05-15,11,5,3,1452,457.38,4813.38,e-Shop
20831,25302798965,271244,2011-05-14,10,6,4,125,52.5,552.5,e-Shop
20848,39601904854,267701,2011-05-13,1,1,5,930,488.25,5138.25,Flagship store
20849,4786464902,272879,2011-05-13,10,5,5,569,298.725,3143.725,MBR
20883,99517583371,268347,2011-12-05,6,5,3,953,300.195,3159.195,e-Shop
20906,37694596641,273873,2011-10-05,12,5,4,684,287.28,3023.28,MBR
20940,64649255875,269514,2011-09-05,9,3,5,1470,771.75,8121.75,e-Shop
20942,5022388613,270334,2011-08-05,11,6,4,1420,596.4,6276.4,Flagship store
20943,11924335861,273121,2011-08-05,8,3,4,1074,451.08,4747.08,e-Shop
20951,26674618000,270541,2011-08-05,4,2,3,76,23.94,251.94,e-Shop
20961,90157592886,275028,2011-08-05,1,2,1,207,21.735,228.735,TeleShop
20972,79926557605,273150,2011-07-05,3,5,5,779,408.975,4303.975,e-Shop
20987,98524342530,267985,2011-06-05,10,6,4,732,307.44,3235.44,TeleShop
21010,31826167853,272115,2011-04-05,10,5,3,910,286.65,3016.65,e-Shop
21058,38109399468,269376,2011-02-05,3,2,1,929,97.545,1026.545,e-Shop
21066,95342914991,268629,2011-02-05,2,6,5,892,468.3,4928.3,e-Shop
21071,15335169098,272171,2011-01-05,10,5,1,287,30.135,317.135,Flagship store
21092,46036200293,270889,2011-04-30,6,5,5,731,383.775,4038.775,MBR
21098,22350855030,269995,2011-04-30,11,6,2,448,94.08,990.08,TeleShop
21105,71508796789,268800,2011-04-30,4,4,3,816,257.04,2705.04,e-Shop
21136,54922994480,270268,2011-04-28,10,5,1,1208,126.84,1334.84,e-Shop
21161,61530290364,271391,2011-04-27,6,5,5,1442,757.05,7967.05,MBR
21182,34936228577,274884,2011-04-26,12,5,1,1350,141.75,1491.75,MBR
21193,47213860149,273482,2011-04-25,4,3,5,713,374.325,3939.325,e-Shop
21197,54933197003,270098,2011-04-25,3,5,5,721,378.525,3983.525,MBR
21229,89098638617,268231,2011-04-24,1,4,3,224,70.56,742.56,TeleShop
21252,92390940327,273798,2011-04-23,4,4,3,738,232.47,2446.47,MBR
21258,23928287638,269171,2011-04-22,11,5,3,618,194.67,2048.67,Flagship store
21280,34667181960,270854,2011-04-21,12,5,2,1243,261.03,2747.03,MBR
21285,57607243138,275041,2011-04-21,4,4,5,1342,704.55,7414.55,e-Shop
21294,84079805861,267913,2011-04-21,10,5,2,1364,286.44,3014.44,e-Shop
21312,89797170430,267978,2011-04-20,4,1,4,570,239.4,2519.4,e-Shop
21364,11626435009,269610,2011-04-17,10,6,3,996,313.74,3301.74,e-Shop
21371,51442118552,266944,2011-04-17,3,2,5,973,510.825,5375.825,e-Shop
21386,57720198675,271747,2011-04-16,3,2,3,193,60.795,639.795,e-Shop
21388,1664332134,274689,2011-04-16,10,5,4,761,319.62,3363.62,TeleShop
21392,13766349787,270453,2011-04-16,9,3,1,1130,118.65,1248.65,e-Shop
21396,90865978536,268385,2011-04-16,1,1,5,1405,737.625,7762.625,e-Shop
21410,44909567396,268608,2011-04-15,6,5,5,592,310.8,3270.8,e-Shop
21423,32181628567,274483,2011-04-14,1,4,2,306,64.26,676.26,TeleShop
21425,22514208954,270483,2011-04-14,3,2,3,792,249.48,2625.48,e-Shop
21428,61839148913,270244,2011-04-14,12,6,3,356,112.14,1180.14,Flagship store
21444,75548907294,268584,2011-04-14,12,6,3,316,99.54,1047.54,e-Shop
21446,77723364617,274150,2011-04-14,11,6,2,1074,225.54,2373.54,Flagship store
21450,28279712134,267754,2011-04-13,4,3,1,170,17.85,187.85,TeleShop
21481,68258850062,268984,2011-12-04,4,4,1,193,20.265,213.265,TeleShop
21493,63083527695,271157,2011-11-04,4,3,1,864,90.72,954.72,MBR
21503,45000391327,270771,2011-10-04,4,2,5,1203,631.575,6646.575,e-Shop
21517,1309759517,274358,2011-10-04,7,5,1,296,31.08,327.08,MBR
21519,37045781038,271756,2011-10-04,1,1,3,830,261.45,2751.45,e-Shop
21527,89933782571,268418,2011-10-04,10,5,1,1294,135.87,1429.87,e-Shop
21550,77908500370,270835,2011-09-04,8,3,2,328,68.88,724.88,e-Shop
21559,7461657454,270724,2011-08-04,11,5,1,793,83.265,876.265,e-Shop
21566,40116490570,270607,2011-08-04,3,5,5,111,58.275,613.275,Flagship store
21572,93428300460,274609,2011-08-04,4,3,5,1059,555.975,5850.975,e-Shop
21575,28580495508,271580,2011-07-04,7,5,3,978,308.07,3242.07,MBR
21578,41330731621,271487,2011-07-04,3,5,2,320,67.2,707.2,e-Shop
21583,77209452206,271027,2011-07-04,9,3,4,1184,497.28,5233.28,e-Shop
21594,78848656009,273135,2011-06-04,1,4,2,1315,276.15,2906.15,MBR
21623,37846363645,269546,2011-04-04,10,3,3,915,288.225,3033.225,MBR
21638,2352870280,272244,2011-03-04,9,3,5,690,362.25,3812.25,Flagship store
21652,97710776131,270833,2011-03-04,7,5,3,1230,387.45,4077.45,e-Shop
21654,84722344935,269884,2011-03-04,7,5,1,1135,119.175,1254.175,e-Shop
21664,35104335680,269960,2011-02-04,2,6,5,1001,525.525,5530.525,Flagship store
21667,58857772193,268079,2011-02-04,10,3,2,477,100.17,1054.17,e-Shop
21685,44555543164,268946,2011-01-04,10,5,3,497,156.555,1647.555,Flagship store
21697,91291876992,269033,2011-01-04,3,1,3,764,240.66,2532.66,Flagship store
21707,13361912306,271750,2011-03-31,12,5,1,839,88.095,927.095,e-Shop
21711,57264060852,269832,2011-03-31,11,5,5,995,522.375,5497.375,e-Shop
21713,33489527082,268998,2011-03-31,9,3,4,354,148.68,1564.68,MBR
21715,90459197532,271845,2011-03-31,10,3,5,1260,661.5,6961.5,e-Shop
21718,87247141508,271061,2011-03-31,4,2,1,503,52.815,555.815,e-Shop
21728,53585089032,274817,2011-03-30,11,5,2,369,77.49,815.49,Flagship store
21738,85773906672,266822,2011-03-30,9,3,2,154,32.34,340.34,TeleShop
21754,95156650347,269637,2011-03-29,10,5,4,673,282.66,2974.66,e-Shop
21762,22301898766,274057,2011-03-28,3,1,4,1018,427.56,4499.56,Flagship store
21786,24761659138,269837,2011-03-27,1,1,1,473,49.665,522.665,e-Shop
21793,96649682738,272634,2011-03-27,12,5,4,598,251.16,2643.16,Flagship store
21794,81687085056,267324,2011-03-27,5,3,4,837,351.54,3699.54,e-Shop
21806,756246414,273896,2011-03-26,10,5,2,1488,312.48,3288.48,MBR
21814,5996601695,274481,2011-03-26,5,3,4,765,321.3,3381.3,e-Shop
21843,80792770647,271520,2011-03-25,11,6,4,1367,574.14,6042.14,e-Shop
21844,87460321727,273600,2011-03-25,12,6,5,1072,562.8,5922.8,TeleShop
21862,90453442654,269932,2011-03-24,6,5,2,131,27.51,289.51,MBR
21864,74880474643,273240,2011-03-24,4,3,4,255,107.1,1127.1,Flagship store
21886,32043264976,270146,2011-03-22,4,3,5,251,131.775,1386.775,TeleShop
21893,37010306044,274648,2011-03-22,1,1,5,87,45.675,480.675,MBR
21902,2426861401,272907,2011-03-21,4,2,1,508,53.34,561.34,Flagship store
21910,4952313090,267119,2011-03-21,8,3,2,459,96.39,1014.39,e-Shop
21923,97571950055,272249,2011-03-21,8,3,2,795,166.95,1756.95,TeleShop
21938,12601642725,274747,2011-03-20,12,6,2,512,107.52,1131.52,e-Shop
21946,29370159377,273198,2011-03-19,8,3,3,1154,363.51,3825.51,MBR
21960,76959813726,267987,2011-03-19,10,6,5,946,496.65,5226.65,TeleShop
21991,4562519966,269588,2011-03-17,11,6,3,784,246.96,2598.96,MBR
21992,21100656647,270353,2011-03-17,12,6,1,591,62.055,653.055,e-Shop
22007,97227524274,273556,2011-03-17,10,3,2,530,111.3,1171.3,e-Shop
22019,22924673703,272526,2011-03-16,11,6,2,1189,249.69,2627.69,TeleShop
22021,1500629423,274428,2011-03-16,11,6,2,681,143.01,1505.01,MBR
22025,17572958931,273505,2011-03-16,9,3,3,661,208.215,2191.215,TeleShop
22034,72989604321,269029,2011-03-16,4,3,4,1304,547.68,5763.68,MBR
22046,33750045383,272720,2011-03-15,4,4,2,241,50.61,532.61,e-Shop
22052,43231849588,267760,2011-03-15,11,5,5,1017,533.925,5618.925,e-Shop
22056,75332592966,271238,2011-03-15,10,6,4,1390,583.8,6143.8,Flagship store
22066,94546410496,270077,2011-03-14,3,1,4,420,176.4,1856.4,e-Shop
22088,69843859113,271272,2011-03-13,11,5,4,354,148.68,1564.68,e-Shop
22099,51389210277,266966,2011-12-03,1,4,1,1348,141.54,1489.54,e-Shop
22108,93309559014,271187,2011-12-03,8,3,2,1245,261.45,2751.45,MBR
22113,71512937335,271559,2011-12-03,11,6,2,387,81.27,855.27,TeleShop
22127,14238976006,273621,2011-11-03,3,5,3,1461,460.215,4843.215,Flagship store
22141,60999173654,268395,2011-10-03,1,4,2,741,155.61,1637.61,TeleShop
22143,23587876942,272128,2011-10-03,1,2,2,99,20.79,218.79,MBR
22154,50226315492,268717,2011-09-03,5,3,1,1477,155.085,1632.085,e-Shop
22171,86709507259,273971,2011-09-03,12,6,3,684,215.46,2267.46,Flagship store
22173,66846658451,272151,2011-09-03,5,3,2,247,51.87,545.87,Flagship store
22175,35710053851,271863,2011-08-03,10,3,1,1438,150.99,1588.99,MBR
22176,13026165746,267544,2011-08-03,8,3,2,501,105.21,1107.21,MBR
22183,14927332939,273790,2011-08-03,3,2,2,425,89.25,939.25,Flagship store
22189,10992021976,274821,2011-08-03,4,2,5,756,396.9,4176.9,Flagship store
22191,90143995772,269914,2011-08-03,10,6,5,1345,706.125,7431.125,Flagship store
22199,4736658169,272822,2011-07-03,4,1,1,590,61.95,651.95,TeleShop
22201,14515609708,268697,2011-07-03,10,6,2,81,17.01,179.01,TeleShop
22206,44913245736,274597,2011-07-03,10,3,5,133,69.825,734.825,e-Shop
22208,34176978754,272587,2011-07-03,1,4,4,288,120.96,1272.96,MBR
22209,13131735754,273599,2011-07-03,11,5,1,1139,119.595,1258.595,e-Shop
22210,54899497697,273510,2011-07-03,3,2,1,1186,124.53,1310.53,e-Shop
22211,22199268756,269260,2011-07-03,2,6,3,483,152.145,1601.145,e-Shop
22242,7248330697,269788,2011-06-03,7,5,2,1255,263.55,2773.55,e-Shop
22245,89585427732,268136,2011-06-03,11,6,2,863,181.23,1907.23,TeleShop
22247,69716949497,268515,2011-06-03,8,3,5,823,432.075,4547.075,e-Shop
22248,69832938876,272475,2011-06-03,1,1,4,552,231.84,2439.84,Flagship store
22257,21949395639,267935,2011-05-03,1,4,4,399,167.58,1763.58,e-Shop
22304,22766509250,272133,2011-03-03,3,1,4,77,32.34,340.34,MBR
22325,88409222901,272882,2011-02-03,7,5,2,1324,278.04,2926.04,MBR
22335,6972750169,272597,2011-01-03,4,2,2,197,41.37,435.37,Flagship store
22345,82556116403,274990,2011-01-03,4,2,4,1059,444.78,4680.78,TeleShop
22366,46654998858,274018,2011-02-27,10,5,4,797,334.74,3522.74,Flagship store
22367,37088951626,271789,2011-02-27,10,5,1,1031,108.255,1139.255,e-Shop
22369,12385273988,275069,2011-02-27,4,1,1,951,99.855,1050.855,Flagship store
22374,79730796043,269154,2011-02-27,11,6,3,848,267.12,2811.12,MBR
22423,87759618787,273045,2011-02-25,4,3,3,629,198.135,2085.135,TeleShop
22424,93924660540,268956,2011-02-25,10,5,3,858,270.27,2844.27,e-Shop
22429,48936386154,274210,2011-02-24,10,5,2,93,19.53,205.53,e-Shop
22454,18334402869,267248,2011-02-23,8,3,4,201,84.42,888.42,MBR
22476,32225636719,273623,2011-02-22,11,5,5,770,404.25,4254.25,Flagship store
22485,68693892858,275224,2011-02-22,12,6,4,264,110.88,1166.88,MBR
22499,4425004201,268684,2011-02-21,2,6,2,1131,237.51,2499.51,e-Shop
22501,48291678377,267464,2011-02-21,1,2,1,476,49.98,525.98,Flagship store
22517,51939314179,267244,2011-02-20,12,6,1,388,40.74,428.74,e-Shop
22520,45903192635,273527,2011-02-20,4,2,5,1373,720.825,7585.825,MBR
22534,93679338095,272645,2011-02-20,6,5,3,538,169.47,1783.47,Flagship store
22536,84072629443,275244,2011-02-20,1,4,2,1194,250.74,2638.74,MBR
22539,90239117803,270708,2011-02-20,1,4,4,665,279.3,2939.3,e-Shop
22545,14279218461,270298,2011-02-19,3,1,4,262,110.04,1158.04,TeleShop
22546,13448223619,274293,2011-02-19,12,6,5,389,204.225,2149.225,MBR
22553,76380820409,270246,2011-02-19,6,5,4,477,200.34,2108.34,TeleShop
22554,94140878078,273286,2011-02-19,4,1,1,101,10.605,111.605,e-Shop
22567,25610418428,268015,2011-02-18,10,5,1,73,7.665,80.665,Flagship store
22589,96548039065,269296,2011-02-17,10,5,3,672,211.68,2227.68,TeleShop
22591,96848188216,274899,2011-02-17,12,5,3,641,201.915,2124.915,MBR
22598,20371567058,271168,2011-02-16,12,5,2,986,207.06,2179.06,TeleShop
22602,49944283848,272949,2011-02-16,3,2,3,1142,359.73,3785.73,MBR
22603,14694035198,272358,2011-02-16,2,6,3,1306,411.39,4329.39,Flagship store
22607,58264919696,270296,2011-02-16,4,2,1,284,29.82,313.82,e-Shop
22611,71698756633,272165,2011-02-16,9,3,2,752,157.92,1661.92,MBR
22623,10898942503,273101,2011-02-15,12,5,1,1481,155.505,1636.505,e-Shop
22625,10233976543,268415,2011-02-15,3,2,5,332,174.3,1834.3,MBR
22669,90773343663,271917,2011-02-13,12,6,1,298,31.29,329.29,Flagship store
22675,24695062637,267878,2011-12-02,10,6,2,90,18.9,198.9,TeleShop
22677,27416133160,271770,2011-12-02,4,4,3,1274,401.31,4223.31,Flagship store
22681,31537011839,268569,2011-12-02,1,4,5,568,298.2,3138.2,TeleShop
22691,60283225517,268905,2011-11-02,4,4,1,1163,122.115,1285.115,e-Shop
22698,58622514216,269965,2011-11-02,11,6,5,94,49.35,519.35,MBR
22708,50600604171,269299,2011-10-02,5,3,5,234,122.85,1292.85,e-Shop
22723,73982084066,268819,2011-10-02,4,1,3,198,62.37,656.37,Flagship store
22725,63690140425,274155,2011-10-02,10,5,5,805,422.625,4447.625,Flagship store
22728,46192772649,266945,2011-09-02,10,3,2,1078,226.38,2382.38,e-Shop
22744,73906422042,269304,2011-09-02,5,3,2,962,202.02,2126.02,MBR
22745,72065891759,274661,2011-09-02,3,2,3,140,44.1,464.1,MBR
22756,4023933952,270270,2011-08-02,1,4,5,1128,592.2,6232.2,Flagship store
22762,95824891351,270113,2011-08-02,10,6,2,1268,266.28,2802.28,MBR
22767,1330248674,273471,2011-07-02,1,4,3,494,155.61,1637.61,TeleShop
22775,24589354154,270145,2011-07-02,1,4,5,1083,568.575,5983.575,e-Shop
22776,89965051037,271559,2011-07-02,5,3,1,744,78.12,822.12,e-Shop
22777,83578971001,273889,2011-07-02,8,3,3,1128,355.32,3739.32,Flagship store
22778,71509842173,271721,2011-07-02,1,2,4,1248,524.16,5516.16,TeleShop
22786,10128461237,274339,2011-06-02,11,6,4,1351,567.42,5971.42,MBR
22791,59349588580,267266,2011-06-02,10,6,2,500,105.0,1105.0,Flagship store
22807,46875566939,269647,2011-05-02,6,5,1,974,102.27,1076.27,e-Shop
22834,37042101349,271222,2011-04-02,4,1,4,761,319.62,3363.62,e-Shop
22848,5337847289,267886,2011-03-02,4,3,1,1197,125.685,1322.685,e-Shop
22859,3467605893,272964,2011-03-02,4,1,2,1333,279.93,2945.93,TeleShop
22864,15241781707,269793,2011-02-02,1,2,2,658,138.18,1454.18,TeleShop
22866,47899974967,269846,2011-02-02,6,5,5,232,121.8,1281.8,e-Shop
22876,70043194724,268741,2011-02-02,6,5,5,1257,659.925,6944.925,Flagship store
22889,31795262740,275166,2011-01-02,1,4,4,531,223.02,2347.02,e-Shop
22897,4947037174,271239,2011-01-02,12,6,3,228,71.82,755.82,e-Shop
22901,40160825556,268800,2011-01-02,4,2,4,339,142.38,1498.38,MBR
22904,95218786334,271742,2011-01-02,3,2,3,1019,320.985,3377.985,TeleShop
22916,50190099109,273051,2011-01-31,6,5,2,1230,258.3,2718.3,Flagship store
22935,41395552384,273625,2011-01-30,6,5,1,1254,131.67,1385.67,e-Shop
22958,65784315637,273261,2011-01-30,12,6,5,1193,626.325,6591.325,e-Shop
22971,28700095716,267691,2011-01-29,3,2,5,662,347.55,3657.55,MBR
22988,62759761254,268956,2011-01-28,5,3,1,1306,137.13,1443.13,MBR
22989,65685613041,274459,2011-01-28,4,3,3,968,304.92,3208.92,TeleShop
22990,79705520455,272663,2011-01-28,12,5,4,1322,555.24,5843.24,e-Shop
22998,36332303449,268624,2011-01-27,10,6,4,295,123.9,1303.9,Flagship store
23000,96823524199,275081,2011-01-27,10,3,3,754,237.51,2499.51,TeleShop
23004,78885835451,272193,2011-01-27,4,2,5,416,218.4,2298.4,e-Shop
23008,99568595128,273973,2011-01-27,4,2,3,203,63.945,672.945,e-Shop
23021,13048732855,266900,2011-01-26,4,4,1,1098,115.29,1213.29,e-Shop
23027,71176929896,269201,2011-01-26,8,3,5,295,154.875,1629.875,Flagship store
23032,90114483354,268097,2011-01-26,10,5,4,1408,591.36,6223.36,e-Shop
